request_id,timestamp_utc,requester_role,requester_station_id,requester_district_id,requester_agency,target_case_type,target_record_type,target_station_id,target_district_id,record_sensitivity_level,victim_flag,witness_flag,juvenile_flag,evidence_media_flag,sealed_status,purpose,action,decision,primary_reason_code,required_approval,record_pointer_id,payload_hash,ciphertext_hash,explanation_hash,block_number,block_hash
REQ-000464,2026-05-28T14:40:00Z,Prosecutor Liaison,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,PROSECUTION,FINANCIAL_CRIME,CYBERCRIME_COMPLAINT,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,escalate,ESCALATE_NODE_STATUS_DEGRADED,manual_node_outage_review,9cda1178961264716371147e,f9d6591abb4b22eb2bf0553bf6c3ddab3abed0d5c83ed40d575feca97e4a04da,9929d52ec7c2eda9735681c7506b1573f4e213376045297cb77bf5ff33d814e2,6e3c157d8afd2d92c5ecfc9124262bbefbd26066f91d13fbdc7bbb69be8d623f,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000465,2026-05-30T21:00:00Z,Head Constable,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,POLICE,FINANCIAL_CRIME,CASE_DIARY,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,HIGH,false,false,false,false,SEALED,PROSECUTION_REVIEW,UPDATE,deny,DENY_SENSITIVE_UPDATE_WITH_LOW_RANK,none,56b6ee4aa5f6f4f0202b5408,fbcd02e98ba6e37f0072a0c98f0f9d4012381134081e8a69200ddb8ca318739b,d187734d0029a8f8ca2f38153a9978aec530aeb582279c361efb6ed0030f00b7,dc9b3469fec171672ac70e11d81eabc3c3e3dc572988c19a7875a09d3016510a,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000466,2026-06-01T12:02:00Z,Head Constable,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,POLICE,JUVENILE_PROTECTION,CASE_DIARY,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,MEDIUM,false,false,true,false,SEALED,INVESTIGATION,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,0dbcbb3c0a8cd30e2bce1b3a,a6bda3ee86facfc05af462b35064aa6a516c695f3c50f3fd87675f6edb275c4c,625f51ec77c5fec3156dca53b9b0f8cb7602878d729aa3fc85c5bfbb6904c0e3,466b1eb52da318b4915e689bbd7d2247b92cace856945c453168ee16d13b0148,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000467,2026-05-27T23:21:00Z,Forensic Officer,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,FORENSIC,FINANCIAL_CRIME,FIR_SUMMARY,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,4a24dac0dab7ed336c4e4379,bf3f7d3d9e7ae4b3c131910541bc5fc58cd204ec1e1c78ef895bdb4d6c9c1809,c2c4ffe4518f71788f959d83c1db56cb213ff1ebed3279dbe2f525200fe5013c,6bc3d5e34560b87379fbad80680acdfeaae9c5d3dce9344408bca7d793b6aff4,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000468,2026-05-30T13:48:00Z,Inspector,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,POLICE,JUVENILE_PROTECTION,FIR_SUMMARY,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,LOW,false,false,true,false,SEALED,INVESTIGATION,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,efeb734cceb9b964e0b65b1a,c29fa7365bd4c2e5d6bf5c1ba38f64a60da7985bcf6b45e01d8b98f128a1501a,d54de8230160225e558bdece3aec2b7fe38140693af02ee4a78be42ca0c41c43,792843e63d800a12fad917265b30af2ec3f24129540d1486949d250de82b2300,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000469,2026-05-31T05:37:00Z,Constable,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,POLICE,MISSING_PERSON,EVIDENCE_MEDIA,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,CLASSIFIED,false,false,false,true,SEALED,AUDIT,DOWNLOAD,deny,DENY_INACTIVE_CREDENTIAL,none,7a093dade47030aa1695a558,deb8d47196b87418a1b20208d6cfbbd614a30c1dff636e112e826502ac220523,5cc6cd997eabfa08ad04850e7bdd68e4263f566c2fd1714dbc5bdcbf901ef210,abd2fb44c3d541309f97c1c226bbbe3aba22b6104e842ab549d63d881aa58449,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000470,2026-06-01T13:10:00Z,Station House Officer,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,POLICE,GENERAL_THEFT,WITNESS_STATEMENT,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,HIGH,false,true,false,false,OPEN,EMERGENCY_RESPONSE,VIEW,escalate,ESCALATE_EMERGENCY_REVIEW_REQUIRED,cross_jurisdiction_superior_approval|sensitive_record_approval|superior_emergency_review,52bf0661d00fddff12b9bd13,4efd27c24f50da9528719abf7445f0587bb38708797af8c7853fee913bac233c,e7c77236c56123f51f76083c52fa9a7a53e143832583f6054f3be18c34aa2def,088050f34e27bce398f1b381ea2555f268aad02703dc432937ffb63db43b1525,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000471,2026-05-30T22:12:00Z,Constable,STATE_01_DIST_04_PS_01,STATE_01_DIST_04,POLICE,NARCOTICS,VICTIM_RECORD,STATE_01_DIST_01_PS_01,STATE_01_DIST_01,CLASSIFIED,true,false,false,false,SEALED,FORENSIC_REVIEW,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,819853f64813f0b089108e9b,293aa62df3449b88cd1b780537ae5ebad8da1e70c7e0acc24d99a3fc745de390,97136cdd0aa32e34bdaa11c93c22607167fc605d932d2d8385452a4ed5587036,635ad6b18c7d285a80db571c84417693e206049960d7e97851d821ba1f6e1d07,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000472,2026-05-30T06:40:00Z,Head Constable,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,POLICE,JUVENILE_PROTECTION,FORENSIC_REPORT,STATE_02_DIST_04_PS_02,STATE_02_DIST_04,HIGH,false,false,true,false,OPEN,PROSECUTION_REVIEW,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,dd4d7566b526fc12f694ce2b,7b2beebe77d742b46775555659ac9728f12ede2d731187b343d6bf1d7ebf4892,b8d1f9f8cc2ebf4294fde6530f8c9ba325a1610dd5e5fcd751420527409a3383,48e3c582208c071d774da52c7983e006648ef527e859f2f1ff03ec0c6686f5c7,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000473,2026-05-31T22:15:00Z,Sub-Inspector,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,POLICE,GENERAL_THEFT,EVIDENCE_MEDIA,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,HIGH,false,false,false,true,OPEN,PROSECUTION_REVIEW,VIEW,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,2eb17cb2940cb76227535010,7561a45d729cffaeec4ebc8037945f0357b3bbe15201d6e204ab0bf15d761a88,8a7ee965eeaa987e3fd21ae3de2a73b2ad8edc4f929cd9a6a803def611f8a2eb,c3a58210f8f3d30b075dc38de0812f09efd8508c8ffd11f43c793587df841123,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000474,2026-06-01T06:24:00Z,Head Constable,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,POLICE,JUVENILE_PROTECTION,CASE_DIARY,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,MEDIUM,false,false,true,false,SEALED,PROSECUTION_REVIEW,DOWNLOAD,escalate,ESCALATE_SEALED_RECORD_REVIEW_REQUIRED,sealed_record_superior_review|sensitive_record_approval,56418b7da758522ece76a696,d894920f57d55e954ab1c176abbb60c78fe692b21678c6005ab04e126b7c79b6,1364441aba7743d85c35648a7742e9ff858d043839aefba9db0a624a77d0b312,cbd7df53728b3393bd92f45f58f12d351334e95493eb1b08721cb2cc16cb7799,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000475,2026-05-30T23:00:00Z,Sub-Inspector,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,POLICE,VIOLENT_CRIME,FORENSIC_REPORT,STATE_01_DIST_02_PS_01,STATE_01_DIST_02,HIGH,false,false,false,false,SEALED,INVESTIGATION,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,e9b86082dc55fc68db746096,4c2357b9293ffd19590be3d409469253222355c29b31147ed16abd3b0f9c7ba6,a355f43855d9729164cb1aefe3d0174fdbcab8fd3e41f0142652b95dae56be92,6e7dade62c066d8fc64a0b17de97c2550e5e90586355b59bc08fa11d2f6dcda0,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000476,2026-05-31T15:04:00Z,Sub-Inspector,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,POLICE,GENERAL_THEFT,FIR_SUMMARY,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,05512921708da1820b7bf6d6,1252de41132fd4b36c9d702dd85157bd42e67268f69f36b23a22801f7ae2dda5,5e3bb6be81368b9e94307f22631477c13ab65a449840027edd52df49c9a716a5,8cb6817d7c3d7f88d9e33cc3ed163037b6cb64deec347e8bc0863d94f987b5fc,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000477,2026-05-31T15:18:00Z,Cybercrime Officer,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,CYBERCRIME,WOMEN_CHILD_SAFETY,COURT_SUBMISSION,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,MEDIUM,true,false,false,false,SEALED,INVESTIGATION,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,919340c0bb105dba5fc7b790,c17a0027956f6d44f76def10ca058e0686ff3113d57a99270f56a5639d5d5d0c,d31384f5bc7b28721a6d00f0c741f183438b5831f64210533be7b7c6eee91eca,444fe2484abbe985a19f7b53d6314ca95056c9b25657489e1dd4615b6eaa42a0,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000478,2026-05-29T15:44:00Z,Head Constable,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,POLICE,JUVENILE_PROTECTION,CASE_DIARY,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,MEDIUM,false,false,true,false,SEALED,INVESTIGATION,VIEW,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,0dbcbb3c0a8cd30e2bce1b3a,a6bda3ee86facfc05af462b35064aa6a516c695f3c50f3fd87675f6edb275c4c,625f51ec77c5fec3156dca53b9b0f8cb7602878d729aa3fc85c5bfbb6904c0e3,e38de56bf3a5ad7ee3c0a2368df0f64a26139eb6eb56e9f673768583b7d47845,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000479,2026-05-31T07:47:00Z,Constable,STATE_03_DIST_01_PS_01,STATE_03_DIST_01,POLICE,CYBER_FRAUD,FIR_SUMMARY,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,MEDIUM,false,false,false,false,OPEN,PROSECUTION_REVIEW,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,036c7f3b27cae173fe1411fb,4e1abb681464cf85553a8ddfbf5151c1f997ee956dfbb5d8c454fbdbcc0b786d,a8f1a51f81d1863703448fe3e09117b966cccd8d3ad1a966f22c271142787754,502e80a7335acb1bd79b190fb3368d326a21ef2866aef40c93aa978b5102cd92,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000480,2026-05-29T16:00:00Z,Head Constable,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,POLICE,VIOLENT_CRIME,FIR_SUMMARY,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,LOW,false,false,false,false,OPEN,INVESTIGATION,VIEW,deny,DENY_STALE_CASE_ASSIGNMENT,none,9e40c54fd65bddc1028821f5,fdbc86527181e0a528588279d9e2fa4784a4c20a4cc96644e344ddc83420c881,f41edc26ba08ed234972fd2648274f15f1ad7525dcc2db10ef49d852a8a7e017,2c5299e3241c94110fd83998f21dd10b0e5f19617d3143765e6683079c38ba54,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000481,2026-05-28T00:03:00Z,Sub-Inspector,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,POLICE,WOMEN_CHILD_SAFETY,VICTIM_RECORD,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,HIGH,true,false,false,false,SEALED,INVESTIGATION,SHARE,deny,DENY_SEALED_RECORD_WITHOUT_COURT_CONTEXT,none,bb154674f5a059586f1c6821,b8cf8eb1e178937f59ed15529f30deacd485c2d575885b9be0a03cef35f780cb,792e06b8431fae4db986633340cc65304cb3cde6715772953c0d4d1cb908cd10,b66bcdb6fb6af4c69b00f395010bf8216711a0d2a65dd5b956efc05c29fc8c78,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000482,2026-05-28T16:10:00Z,Forensic Officer,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,FORENSIC,FINANCIAL_CRIME,FORENSIC_REPORT,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,d86a9cc13aafd60eda7c6a74,83053e1be844e2a278769fcc34722f7d621efbdeffcbb695e216750b54ad2da2,b78ea12fb1f717b0c4f5bee76ec26703aec556c6606015b68ec97a28a69d1fa7,8dd0a015e28be4718f7d94018b9dd2507721984b22cc4d81c093528ba0dacccb,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000483,2026-05-28T08:12:00Z,Inspector,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,POLICE,GENERAL_THEFT,WITNESS_STATEMENT,STATE_03_DIST_01_PS_03,STATE_03_DIST_01,HIGH,false,true,false,false,OPEN,EMERGENCY_RESPONSE,VIEW,escalate,ESCALATE_EMERGENCY_REVIEW_REQUIRED,cross_jurisdiction_superior_approval|sensitive_record_approval|superior_emergency_review,47e0da9d7851425ba8982031,412e73c7731568de6dde15c23695ed109f4838c666cead6a0e1d49a8d7e1cd8f,a92d4d62e690d4b71caed4339cd564fa5b234659a69fb8df2bdd3ce336495ea6,1999e71cd10aecdeb443ea3b0307874ebabff78620077c15dc82ddf2b87a1766,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000484,2026-06-01T17:08:00Z,Forensic Officer,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,FORENSIC,VIOLENT_CRIME,CASE_DIARY,STATE_02_DIST_03_PS_01,STATE_02_DIST_03,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,67e93a84d3741e539579316e,540a272a6dd77659ec2a2151606b669cd8a0e0ee14a9343f20d45dac030e6670,2e8b146c88a56aa1d6ea645178e1ff619ce2169655f3b7b515e59465a670ce6b,b87c856232335ed433b1e79c81848ad4cac237f1fe41a07c36640ce96ae129d3,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000485,2026-05-30T16:55:00Z,Forensic Officer,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,FORENSIC,VIOLENT_CRIME,CYBERCRIME_COMPLAINT,STATE_01_DIST_01_PS_02,STATE_01_DIST_01,HIGH,false,false,false,false,OPEN,EMERGENCY_RESPONSE,VIEW,escalate,ESCALATE_EMERGENCY_REVIEW_REQUIRED,cross_jurisdiction_superior_approval|superior_emergency_review,2f5118a413a3c48a76c54af0,4d2355b11f4476ee41e5f63c9d9e93b02d9b3ff7865aa3ebdabbcf8c181d25de,268b378f34b6c926ba03c34af610bebe9824f5fd81031f1a8d1b1195c3e425c1,5e0a3df1d410d2e54fcc28bc7b90862d22d23edf70334c73f4abbf4d54fc466d,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000486,2026-06-01T09:36:00Z,Constable,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,POLICE,VIOLENT_CRIME,VICTIM_RECORD,STATE_02_DIST_04_PS_03,STATE_02_DIST_04,HIGH,true,false,false,false,OPEN,EMERGENCY_RESPONSE,SHARE,escalate,ESCALATE_EMERGENCY_REVIEW_REQUIRED,cross_jurisdiction_superior_approval|sensitive_record_approval|superior_emergency_review,cad6ce5fa01a0afbfa628789,d446deb2e67c67c62a7d52c5f00535200f88bcf2a24bf1daa95b3a56599560bc,1ea430103fecab50513407718248c42275590e92309c3e92e733480c6b0996c6,2c4bf4862542a5018ec25e8b30059d966e137aa85dbfdac1a3f3db1820328dd5,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000487,2026-06-01T09:52:00Z,Sub-Inspector,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,POLICE,FINANCIAL_CRIME,WITNESS_STATEMENT,STATE_02_DIST_01_PS_02,STATE_02_DIST_01,MEDIUM,false,true,false,false,OPEN,AUDIT,SHARE,deny,DENY_INACTIVE_CREDENTIAL,none,6f7484cd18c5e905f17ff129,41ec29fef26747021bc647427353a0905c527219b4ba792b77925fc39eab5ef0,ddb36e28d4a2a99a8209317f763252779d800349fdca102065db6db1b24692f0,0977b7bdfa2dc66b442fa3877ff8ae90f656ab5033449f491bdc10c039ffa3c9,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000488,2026-05-29T17:04:00Z,Constable,STATE_03_DIST_03_PS_01,STATE_03_DIST_03,POLICE,NARCOTICS,FORENSIC_REPORT,STATE_01_DIST_02_PS_02,STATE_01_DIST_02,CLASSIFIED,false,false,false,false,OPEN,INVESTIGATION,VIEW,deny,DENY_STALE_CASE_ASSIGNMENT,none,2a27117c7dc159fe6a39a48d,14f633238d715a16b856b84088cf352c57914bead0b76ca61b4dbad131967ce2,ff70fc310f468f2546ce9eea0b8c22fa3577cd4b5238d7c2f51927a117a60c88,885d90493c6d3d43d3476adfb825725f94a053a318da81146a2c684c7254ce7a,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000489,2026-05-29T00:54:00Z,Head Constable,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,POLICE,NARCOTICS,WITNESS_STATEMENT,STATE_01_DIST_04_PS_02,STATE_01_DIST_04,HIGH,false,true,false,false,OPEN,PROSECUTION_REVIEW,SHARE,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,f92bbea536da514413b78e3a,77c4aef676cf447923df76219f001b39325e0997450aa996ed8312928e4cdc00,464bc6aa0b3afe294fdfba77084f0530f5a28cb393c0f73a6b926a746e4df68a,b5913f4a911cdb75bcdd256c0f02d9647ae0f733dd030c1c1ae9cb84db049d6a,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000490,2026-05-29T17:20:00Z,Constable,STATE_02_DIST_02_PS_03,STATE_02_DIST_02,POLICE,WOMEN_CHILD_SAFETY,JUVENILE_RECORD,STATE_03_DIST_02_PS_02,STATE_03_DIST_02,CLASSIFIED,true,false,true,false,OPEN,INVESTIGATION,VIEW,deny,DENY_STALE_CASE_ASSIGNMENT,none,d997121663dbaa2b3ab8d7ea,9cefc94183c8257fafb6854197d4844791635a66d3083468e3224bd5cff32d1d,1faf8ff8fef5caeb76184eb350a8a3485ea931bd76d987727e7735f697e0f737,aa6eb6bb9bf957438f7f8b1e9f8d0631de02c43b7691dee7b457f2cbe062c2e9,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000491,2026-05-29T09:17:00Z,Head Constable,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,POLICE,NARCOTICS,CYBERCRIME_COMPLAINT,STATE_01_DIST_03_PS_01,STATE_01_DIST_03,HIGH,false,false,false,false,OPEN,SUPERVISION,UPDATE,deny,DENY_SENSITIVE_UPDATE_WITH_LOW_RANK,none,4d64de5836d5e7d384c70b0d,bdc836b9aea809adf09e41c12d7a7bd7ef33492596e90559fd733e6e89449644,1bc0f3e662acaecebe82904d833cf3d67f1ab8231fc51c1e8acb65b91536e6ab,b4b64e5990d9f116c939f756bfe31af95d4a46c9017a713a046f8de89b1c72fc,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000492,2026-05-29T01:12:00Z,Sub-Inspector,STATE_03_DIST_03_PS_03,STATE_03_DIST_03,POLICE,WOMEN_CHILD_SAFETY,JUVENILE_RECORD,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,HIGH,true,false,true,false,OPEN,INVESTIGATION,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,cb688cf1eda2b81b3f07ea9e,3abed29ca27d4785b5124f0f90270b9771cb431ef0b2e940340b7c89f1094e65,efd9f7064e2c1b025da26351d7260afe518c2d8afd7c512597588f12c423835d,dd8ad7b022b595f5d00e25baa4e1d18f4744869e739cba9bba84c5d2fefdb73b,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000493,2026-05-31T02:36:00Z,Senior Superintendent,STATE_03_DIST_02_PS_01,STATE_03_DIST_02,POLICE,GENERAL_THEFT,JUVENILE_RECORD,STATE_02_DIST_03_PS_02,STATE_02_DIST_03,HIGH,false,false,true,false,OPEN,COURT_PRODUCTION,DOWNLOAD,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,cross_jurisdiction_superior_approval|sensitive_record_approval,d993873dae9727f9f1cc4f88,d6f00a07381d5504e53068cb1257f062f5fe4272e10344a9ff9f6a9f5501c031,329fee7a6e6355e670ec88d99ffd9a0f9aff494f3cdeac763fc3647f6092e300,5b719504347d5e77f498b6f56ec0af8e9dcc39fe76b501d8337e92b1d3e50dfc,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000494,2026-06-01T11:44:00Z,Cybercrime Officer,STATE_02_DIST_01_PS_01,STATE_02_DIST_01,CYBERCRIME,FINANCIAL_CRIME,COURT_SUBMISSION,STATE_01_DIST_03_PS_03,STATE_01_DIST_03,HIGH,false,false,false,false,OPEN,FORENSIC_REVIEW,DOWNLOAD,deny,DENY_EXPIRED_APPROVAL_TOKEN,none,85b38c5e53f8f81a712b1fee,4ca3adc0a09d2b718f8285ceaf44ede3b76aecc3e5ef6a5999a4c70806c3eee2,154452f084e60e50a528d461b14d2c924a1a9ece6a26638fc32febb51273d307,15281fd746012d16283e30d72ce950f2e55c6590111f64d647e3d3395b3e6091,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000495,2026-06-01T03:45:00Z,Cybercrime Officer,STATE_03_DIST_04_PS_03,STATE_03_DIST_04,CYBERCRIME,NARCOTICS,COURT_SUBMISSION,STATE_01_DIST_02_PS_03,STATE_01_DIST_02,MEDIUM,false,false,false,false,OPEN,INVESTIGATION,VIEW,deny,DENY_STALE_CASE_ASSIGNMENT,none,d644d3895cc1a7a260bbf0b8,0bfc1f1619552b1673c3af3a8abb06d9c370dc38d04979430e736e0c57dc356c,2b5a6fc71ccf012466877eb082800082cc297e6123b63a612cc0e83555ed0bd8,65df25001828c82b1a1b200bad1a68f5e730393058e3873e3eeb0c6d86ec9f0d,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000496,2026-05-28T17:20:00Z,Inspector,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,POLICE,MISSING_PERSON,FIR_SUMMARY,STATE_01_DIST_03_PS_02,STATE_01_DIST_03,LOW,false,false,false,false,OPEN,INVESTIGATION,VIEW,allow,ALLOW_ROUTINE_CONTEXTUAL_ACCESS,none,016e35d3f4b1cedda854159d,a083e50bb103326b4198be64fea21beabd6bf4b59ef991d639359dddc4fcc9ed,c8586a94b7aa99b875e617bf47ad5fb43ab25f7918e6fe568f0b29644f936880,2d8f134c33ed93ae784e7fa678b72781b88c16414901ba7ece87cadbe2b7ab37,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000497,2026-05-31T11:41:00Z,Head Constable,STATE_03_DIST_04_PS_01,STATE_03_DIST_04,POLICE,JUVENILE_PROTECTION,COURT_SUBMISSION,STATE_01_DIST_01_PS_03,STATE_01_DIST_01,MEDIUM,false,false,true,false,OPEN,EMERGENCY_RESPONSE,DOWNLOAD,escalate,ESCALATE_EMERGENCY_REVIEW_REQUIRED,sensitive_record_approval|superior_emergency_review,b078dbf6c576c2f828ee6e48,ec255f8e69bdc4f10edc0011ed228dc3b2c2993825f734a58ec99802a68eb6a9,056d099477b140b3dca9315cbfcda64de6afe94226af2e4cf28742eced83cedd,8e769f45cc57c7f1558ecb7636c1ba4e9f2b420ec8809d7a76f57df10cb1e194,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000498,2026-05-31T03:36:00Z,Sub-Inspector,STATE_02_DIST_02_PS_01,STATE_02_DIST_02,POLICE,GENERAL_THEFT,JUVENILE_RECORD,STATE_02_DIST_02_PS_02,STATE_02_DIST_02,CLASSIFIED,false,false,true,false,OPEN,FORENSIC_REVIEW,VIEW,escalate,ESCALATE_PRIVACY_SENSITIVE_RECORD,classified_record_approval|sensitive_record_approval,195d543c459cf377691955b5,2f85b572b75666cc6d674330b349a7bec113f9e57fbb6f5fc2abb4cbb0348126,e2ea5e7c9d01025055740dab360f761e1c40ebd8077570438543f9bd68fc6a0b,2bb064e35798065a58e4adc6d5757a45df9cb6961bcbf21988c2408f61394deb,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
REQ-000499,2026-05-29T18:32:00Z,Prosecutor Liaison,STATE_02_DIST_03_PS_03,STATE_02_DIST_03,PROSECUTION,GENERAL_THEFT,FIR_SUMMARY,STATE_03_DIST_02_PS_03,STATE_03_DIST_02,MEDIUM,false,false,false,false,OPEN,SUPERVISION,VIEW,escalate,ESCALATE_CONTEXTUAL_REVIEW_REQUIRED,contextual_superior_review,05512921708da1820b7bf6d6,1252de41132fd4b36c9d702dd85157bd42e67268f69f36b23a22801f7ae2dda5,5e3bb6be81368b9e94307f22631477c13ab65a449840027edd52df49c9a716a5,1b964d4fed88798b6212740957a87558f01872abea43cb918e220d6e71e974f2,10,c48539394ad0c37df43e619560dc12103014b5151259e4df48a60186fe9c5db1
